"","TITLE"
"706","Par yield curve rate, 8-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"707","Par yield curve rate, 8-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"708","Par yield curve rate, 9-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"709","Par yield curve rate, 9-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"710","Par yield curve rate, 9-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"711","Par yield curve rate, 9-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"712","Par yield curve rate, 9-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"713","Par yield curve rate, 9-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"714","Par yield curve rate, 9-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"715","Par yield curve rate, 9-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"716","Par yield curve rate, 9-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"717","Par yield curve rate, 9-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"718","Par yield curve rate, 9-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"719","Par yield curve rate, 9-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"720","Par yield curve rate, 9-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"721","Yield curve spot rate, 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"722","Yield curve spot rate, 10-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"723","Yield curve spot rate, 10-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"724","Yield curve spot rate, 10-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"725","Yield curve spot rate, 10-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"726","Yield curve spot rate, 10-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"727","Yield curve spot rate, 10-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"728","Yield curve spot rate, 10-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"729","Yield curve spot rate, 10-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"730","Yield curve spot rate, 10-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"731","Yield curve spot rate, 10-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"732","Yield curve spot rate, 10-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"733","Yield curve spot rate, 10-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"734","Yield curve spot rate, 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"735","Yield curve spot rate, 11-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"736","Yield curve spot rate, 11-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"737","Yield curve spot rate, 11-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"738","Yield curve spot rate, 11-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"739","Yield curve spot rate, 11-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"740","Yield curve spot rate, 11-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"741","Yield curve spot rate, 11-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"742","Yield curve spot rate, 11-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"743","Yield curve spot rate, 11-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"744","Yield curve spot rate, 11-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"745","Yield curve spot rate, 11-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"746","Yield curve spot rate, 11-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"747","Yield curve spot rate, 12-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"748","Yield curve spot rate, 12-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"749","Yield curve spot rate, 12-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"750","Yield curve spot rate, 12-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"751","Yield curve spot rate, 12-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"752","Yield curve spot rate, 12-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"753","Yield curve spot rate, 12-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"754","Yield curve spot rate, 12-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"755","Yield curve spot rate, 12-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"756","Yield curve spot rate, 12-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"757","Yield curve spot rate, 12-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"758","Yield curve spot rate, 12-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"759","Yield curve spot rate, 13-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"760","Yield curve spot rate, 13-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"761","Yield curve spot rate, 13-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"762","Yield curve spot rate, 13-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"763","Yield curve spot rate, 13-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"764","Yield curve spot rate, 13-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"765","Yield curve spot rate, 13-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"766","Yield curve spot rate, 13-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"767","Yield curve spot rate, 13-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"768","Yield curve spot rate, 13-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"769","Yield curve spot rate, 13-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"770","Yield curve spot rate, 13-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"771","Yield curve spot rate, 14-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"772","Yield curve spot rate, 14-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"773","Yield curve spot rate, 14-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"774","Yield curve spot rate, 14-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"775","Yield curve spot rate, 14-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"776","Yield curve spot rate, 14-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"777","Yield curve spot rate, 14-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"778","Yield curve spot rate, 14-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"779","Yield curve spot rate, 14-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"780","Yield curve spot rate, 14-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"781","Yield curve spot rate, 14-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"782","Yield curve spot rate, 14-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"783","Yield curve spot rate, 15-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"784","Yield curve spot rate, 15-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"785","Yield curve spot rate, 15-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"786","Yield curve spot rate, 15-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"787","Yield curve spot rate, 15-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"788","Yield curve spot rate, 15-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"789","Yield curve spot rate, 15-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"790","Yield curve spot rate, 15-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"791","Yield curve spot rate, 15-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"792","Yield curve spot rate, 15-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"793","Yield curve spot rate, 15-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"794","Yield curve spot rate, 15-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"795","Yield curve spot rate, 16-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"796","Yield curve spot rate, 16-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"797","Yield curve spot rate, 16-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"798","Yield curve spot rate, 16-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"799","Yield curve spot rate, 16-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"800","Yield curve spot rate, 16-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"801","Yield curve spot rate, 16-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"802","Yield curve spot rate, 16-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"803","Yield curve spot rate, 16-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"804","Yield curve spot rate, 16-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"805","Yield curve spot rate, 16-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"806","Yield curve spot rate, 16-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"807","Yield curve spot rate, 17-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"808","Yield curve spot rate, 17-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"809","Yield curve spot rate, 17-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"810","Yield curve spot rate, 17-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"811","Yield curve spot rate, 17-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"812","Yield curve spot rate, 17-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"813","Yield curve spot rate, 17-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"814","Yield curve spot rate, 17-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"815","Yield curve spot rate, 17-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"816","Yield curve spot rate, 17-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"817","Yield curve spot rate, 17-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"818","Yield curve spot rate, 17-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"819","Yield curve spot rate, 18-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"820","Yield curve spot rate, 18-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"821","Yield curve spot rate, 18-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"822","Yield curve spot rate, 18-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"823","Yield curve spot rate, 18-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"824","Yield curve spot rate, 18-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"825","Yield curve spot rate, 18-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"826","Yield curve spot rate, 18-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"827","Yield curve spot rate, 18-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"828","Yield curve spot rate, 18-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"829","Yield curve spot rate, 18-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"830","Yield curve spot rate, 18-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"831","Yield curve spot rate, 19-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"832","Yield curve spot rate, 19-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"833","Yield curve spot rate, 19-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"834","Yield curve spot rate, 19-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"835","Yield curve spot rate, 19-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"836","Yield curve spot rate, 19-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"837","Yield curve spot rate, 19-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"838","Yield curve spot rate, 19-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"839","Yield curve spot rate, 19-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"840","Yield curve spot rate, 19-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"841","Yield curve spot rate, 19-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"842","Yield curve spot rate, 19-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"843","Yield curve spot rate, 1-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"844","Yield curve spot rate, 1-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"845","Yield curve spot rate, 1-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"846","Yield curve spot rate, 1-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"847","Yield curve spot rate, 1-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"848","Yield curve spot rate, 1-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"849","Yield curve spot rate, 1-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"850","Yield curve spot rate, 1-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"851","Yield curve spot rate, 1-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"852","Yield curve spot rate, 1-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"853","Yield curve spot rate, 1-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"854","Yield curve spot rate, 1-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"855","Yield curve spot rate, 20-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"856","Yield curve spot rate, 20-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"857","Yield curve spot rate, 20-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"858","Yield curve spot rate, 20-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"859","Yield curve spot rate, 20-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"860","Yield curve spot rate, 20-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"861","Yield curve spot rate, 20-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"862","Yield curve spot rate, 20-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"863","Yield curve spot rate, 20-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"864","Yield curve spot rate, 20-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"865","Yield curve spot rate, 20-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"866","Yield curve spot rate, 20-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"867","Yield curve spot rate, 21-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"868","Yield curve spot rate, 21-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"869","Yield curve spot rate, 21-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"870","Yield curve spot rate, 21-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"871","Yield curve spot rate, 21-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"872","Yield curve spot rate, 21-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"873","Yield curve spot rate, 21-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"874","Yield curve spot rate, 21-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"875","Yield curve spot rate, 21-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"876","Yield curve spot rate, 21-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"877","Yield curve spot rate, 21-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"878","Yield curve spot rate, 21-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"879","Yield curve spot rate, 22-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"880","Yield curve spot rate, 22-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"881","Yield curve spot rate, 22-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"882","Yield curve spot rate, 22-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"883","Yield curve spot rate, 22-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"884","Yield curve spot rate, 22-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"885","Yield curve spot rate, 22-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"886","Yield curve spot rate, 22-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"887","Yield curve spot rate, 22-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"888","Yield curve spot rate, 22-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"889","Yield curve spot rate, 22-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"890","Yield curve spot rate, 22-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"891","Yield curve spot rate, 23-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"892","Yield curve spot rate, 23-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"893","Yield curve spot rate, 23-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"894","Yield curve spot rate, 23-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"895","Yield curve spot rate, 23-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"896","Yield curve spot rate, 23-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"897","Yield curve spot rate, 23-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"898","Yield curve spot rate, 23-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"899","Yield curve spot rate, 23-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"900","Yield curve spot rate, 23-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"901","Yield curve spot rate, 23-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"902","Yield curve spot rate, 23-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"903","Yield curve spot rate, 24-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"904","Yield curve spot rate, 24-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"905","Yield curve spot rate, 24-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"906","Yield curve spot rate, 24-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"907","Yield curve spot rate, 24-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"908","Yield curve spot rate, 24-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"909","Yield curve spot rate, 24-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"910","Yield curve spot rate, 24-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"911","Yield curve spot rate, 24-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"912","Yield curve spot rate, 24-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"913","Yield curve spot rate, 24-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"914","Yield curve spot rate, 24-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"915","Yield curve spot rate, 25-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"916","Yield curve spot rate, 25-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"917","Yield curve spot rate, 25-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"918","Yield curve spot rate, 25-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"919","Yield curve spot rate, 25-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"920","Yield curve spot rate, 25-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"921","Yield curve spot rate, 25-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"922","Yield curve spot rate, 25-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"923","Yield curve spot rate, 25-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"924","Yield curve spot rate, 25-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"925","Yield curve spot rate, 25-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"926","Yield curve spot rate, 25-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"927","Yield curve spot rate, 26-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"928","Yield curve spot rate, 26-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"929","Yield curve spot rate, 26-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"930","Yield curve spot rate, 26-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"931","Yield curve spot rate, 26-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"932","Yield curve spot rate, 26-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"933","Yield curve spot rate, 26-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"934","Yield curve spot rate, 26-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"935","Yield curve spot rate, 26-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"936","Yield curve spot rate, 26-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"937","Yield curve spot rate, 26-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"938","Yield curve spot rate, 26-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"939","Yield curve spot rate, 27-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"940","Yield curve spot rate, 27-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"941","Yield curve spot rate, 27-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"942","Yield curve spot rate, 27-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"943","Yield curve spot rate, 27-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"944","Yield curve spot rate, 27-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"945","Yield curve spot rate, 27-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"946","Yield curve spot rate, 27-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"947","Yield curve spot rate, 27-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"948","Yield curve spot rate, 27-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
