"","Name","Clean_Company_Maturity","WKN","URL","ISIN","Company","Kupon_Maturity","Coupon","Maturity_Start","Maturity_End","is_green","last_price","DateTime","Volume.in.Euro","X.....","Currency","YTM","modified_duration","Kupon","Emittent","Branche","Fälligkeit","Schuldnerkündigungsart","Sonderkündigung","Nachrangig","Kleinste.handelbare.Einheit","Spezialist","Handelsmodell","Emissionsdatum","Emissionsvolumen","Umlaufendes.Volumen","Emissionswährung","Depotwährung","Notierungsaufnahme","Emission_year_2020.0","Emission_year_2021.0","Emission_year_2022.0","Emission_year_2023.0","Emission_year_2024.0","Emission_year_2025.0","Date","fälligkeit_datum","emission_datum","days_to_maturity","maturity_years"
"120","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,797% 20/29","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 797 20 29","DFK0AA","https://www.boerse-frankfurt.de/anleihe/de000dfk0aa6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-797-20-29","de000dfk0aa6","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 797 20 29",3.797,20,29,0,101.89,NA,0,"0,00","Euro",3.33,3.676,"37.97","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","14,05,2029","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","14/05/2020",2.5e+08,2.5e+08,"EUR","EUR","14,05,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","14/05/2029","14/05/2020",1592,4.36164383561644
"121","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,831% 20/27","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 831 20 27","DFK0AF","https://www.boerse-frankfurt.de/anleihe/de000dfk0af5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-831-20-27","de000dfk0af5","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 831 20 27",3.831,20,27,0,101.35,NA,0,"0,00","Euro",3.24,NA,"38.31","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","13,05,2027","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","13/05/2020",2.5e+08,2.5e+08,"EUR","EUR","13,05,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","13/05/2027","13/05/2020",860,2.35616438356164
"122","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,55% 20/28","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 55 20 28","DFK0AK","https://www.boerse-frankfurt.de/anleihe/de000dfk0ak5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-55-20-28","de000dfk0ak5","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","0 55 20 28",0.55,20,28,0,92.93,NA,0,"-0,26","Euro",2.75,2.923,"0,550%","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","15,05,2028","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","15/05/2020",2.5e+08,2.5e+08,"EUR","EUR","15,05,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","15/05/2028","15/05/2020",1228,3.36438356164384
"123","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,6% 20/30","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 6 20 30","DFK0AT","https://www.boerse-frankfurt.de/anleihe/de000dfk0at6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-6-20-30","de000dfk0at6","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","0 6 20 30",0.6,20,30,0,88.6,NA,0,"-0,40","Euro",2.88,4.466,"0,600%","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","27,05,2030","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","27/05/2020",1.5e+08,1.5e+08,"EUR","EUR","27,05,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","27/05/2030","27/05/2020",1970,5.3972602739726
"124","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,985% 20/30","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 985 20 30","DFK0AU","https://www.boerse-frankfurt.de/anleihe/de000dfk0au4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-985-20-30","de000dfk0au4","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 985 20 30",3.985,20,30,0,101.91,NA,0,"0,00","Euro",3.6,4.599,"35.3","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","27,05,2030","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","27/05/2020",2.5e+08,2.5e+08,"EUR","EUR","27,05,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","27/05/2030","27/05/2020",1970,5.3972602739726
"125","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 1,259% 20/27","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 1 259 20 27","DFK0B1","https://www.boerse-frankfurt.de/anleihe/de000dfk0b13-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-259-20-27","de000dfk0b13","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","1 259 20 27",1.259,20,27,0,93.59,NA,0,"-0,19","Euro",3.9,2.158,"12.59","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","22,07,2027","","","Ja",100000,"BAADER BANK AG","Fortlaufende Auktion","22/07/2020",217300000,217300000,"EUR","EUR","23,07,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","22/07/2027","22/07/2020",930,2.54794520547945
"126","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 1,576% 20/30","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 1 576 20 30","DFK0B2","https://www.boerse-frankfurt.de/anleihe/de000dfk0b21-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-576-20-30","de000dfk0b21","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","1 576 20 30",1.576,20,30,0,86.37,NA,0,"-0,39","Euro",4.33,4.135,"15.76","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","22,07,2030","","","Ja",100000,"BAADER BANK AG","Fortlaufende Auktion","22/07/2020",356300000,356300000,"EUR","EUR","23,07,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","22/07/2030","22/07/2020",2026,5.55068493150685
"127","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,32% 20/30","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 32 20 30","DFK0CH","https://www.boerse-frankfurt.de/anleihe/de000dfk0ch7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-32-20-30","de000dfk0ch7","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","0 32 20 30",0.32,20,30,0,86.7,NA,0,"-0,39","Euro",2.91,4.585,"0,320%","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","22,07,2030","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","22/07/2020",1e+07,1e+07,"EUR","EUR","23,07,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","22/07/2030","22/07/2020",2026,5.55068493150685
"128","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,26% 20/29","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 26 20 29","DFK0CK","https://www.boerse-frankfurt.de/anleihe/de000dfk0ck1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-26-20-29","de000dfk0ck1","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","0 26 20 29",0.26,20,29,0,88.85,NA,0,"-0,35","Euro",2.86,3.881,"0,260%","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","30,07,2029","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","30/07/2020",1e+07,1e+07,"EUR","EUR","31,07,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","30/07/2029","30/07/2020",1669,4.57260273972603
"129","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,3% 20/30","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 3 20 30","DFK0CL","https://www.boerse-frankfurt.de/anleihe/de000dfk0cl9-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-3-20-30","de000dfk0cl9","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","0 3 20 30",0.3,20,30,0,86.55,NA,0,"-0,39","Euro",2.91,4.603,"0,300%","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","30,07,2030","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","30/07/2020",1e+07,1e+07,"EUR","EUR","31,07,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","30/07/2030","30/07/2020",2034,5.57260273972603
"130","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,34% 20/31","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 34 20 31","DFK0CM","https://www.boerse-frankfurt.de/anleihe/de000dfk0cm7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-34-20-31","de000dfk0cm7","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","0 34 20 31",0.34,20,31,0,84.35,NA,0,"-0,42","Euro",2.95,5.265,"0,340%","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","30,07,2031","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","30/07/2020",1e+07,1e+07,"EUR","EUR","31,07,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","30/07/2031","30/07/2020",2399,6.57260273972603
"131","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 1,58% 20/30","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 1 58 20 30","DFK0CN","https://www.boerse-frankfurt.de/anleihe/de000dfk0cn5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-58-20-30","de000dfk0cn5","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","1 58 20 30",1.58,20,30,0,86.4,NA,0,"-0,39","Euro",4.32,4.135,"15.8","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","22,07,2030","","","Ja",100000,"BAADER BANK AG","Fortlaufende Auktion","22/07/2020",1e+08,1e+08,"EUR","EUR","23,07,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","22/07/2030","22/07/2020",2026,5.55068493150685
"132","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,8% 20/27","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 8 20 27","DFK0CS","https://www.boerse-frankfurt.de/anleihe/de000dfk0cs4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-8-20-27","de000dfk0cs4","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","0 8 20 27",0.8,20,27,0,95.26,NA,0,"-0,20","Euro",2.71,2.244,"0,800%","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","28,07,2027","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","28/07/2020",5e+07,5e+07,"EUR","EUR","29,07,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","28/07/2027","28/07/2020",936,2.56438356164384
"133","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,05% 20/27","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 05 20 27","DFK0GB","https://www.boerse-frankfurt.de/anleihe/de000dfk0gb1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-05-20-27","de000dfk0gb1","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","0 05 20 27",0.05,20,27,1,91.58,NA,0,"-0,23","Euro",3.05,2.555,"0,050%","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","08,12,2027","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","08/12/2020",2.5e+08,2.5e+08,"EUR","EUR","09,12,2020",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","08/12/2027","08/12/2020",1069,2.92876712328767
"134","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 0,4% 21/28","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 0 4 21 28","DFK0RN","https://www.boerse-frankfurt.de/anleihe/de000dfk0rn3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-0-4-21-28","de000dfk0rn3","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","0 4 21 28",0.4,21,28,1,89.92,NA,0,"-0,30","Euro",3.16,3.317,"0,400%","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","17,11,2028","","","Nein",100000,"BAADER BANK AG","Fortlaufende Auktion","17/11/2021",3e+08,3e+08,"EUR","EUR","18,11,2021",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"03/01/2025","17/11/2028","17/11/2021",1414,3.87397260273973
"135","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,05% 23/33","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 05 23 33","DJ9AAZ","https://www.boerse-frankfurt.de/anleihe/de000dj9aaz3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-05-23-33","de000dj9aaz3","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 05 23 33",4.05,23,33,0,108.67,NA,2.173,"0,99","Euro",2.95,5.799,"40.5","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","17,11,2033","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","17/11/2023",5e+07,5e+07,"EUR","EUR","20,11,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","17/11/2033","17/11/2023",3240,8.87671232876712
"136","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,65% 24/26","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 65 24 26","DJ9AC2","https://www.boerse-frankfurt.de/anleihe/de000dj9ak15-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-65-24-26","de000dj9ak15","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","2 65 24 26",2.65,24,26,0,100.33,NA,1.003,"0,24","Euro",2.42,1.245,"26.5","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","18,06,2026","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","18/06/2024",2.5e+08,2.5e+08,"EUR","EUR","18,06,2024",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"03/01/2025","18/06/2026","18/06/2024",531,1.45479452054795
"137","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,7% 24/27","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 7 24 27","DJ9AGJ","https://www.boerse-frankfurt.de/anleihe/de000dj9agj4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-7-24-27","de000dj9agj4","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","2 7 24 27",2.7,24,27,0,100.41,NA,5.021,"0,24","Euro",2.51,1.907,"27","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","19,03,2027","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","19/03/2024",2e+08,2e+08,"EUR","EUR","20,03,2024",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"03/01/2025","19/03/2027","19/03/2024",805,2.20547945205479
"138","Deutsche Bank AG 3,25% 22/28","deutsche bank ag 3 25 22 28","DL19WU","https://www.boerse-frankfurt.de/anleihe/de000dl19wu8-deutsche-bank-ag-3-25-22-28","de000dl19wu8","deutsche bank ag","3 25 22 28",3.25,22,28,1,99.75,NA,0,"-0,06","Euro",3.33,NA,"32.5","Deutsche Bank AG","(Industrie-) und Bankschuldverschreibungen","24,05,2028","Special call","","Nein",100000,"ODDO BHF SE","Fortlaufende Auktion","24/05/2022",5e+08,5e+08,"EUR","EUR","20,05,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"03/01/2025","24/05/2028","24/05/2022",1237,3.38904109589041
"139","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/28","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 28","DW6C1C","https://www.boerse-frankfurt.de/anleihe/de000dw6c375-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-28","de000dw6c375","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 23 28",3,23,28,0,99.96,NA,0,"0,00","Euro",3.01,2.819,"30","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","03,05,2028","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","03/05/2023",5e+08,5e+08,"EUR","EUR","04,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","03/05/2028","03/05/2023",1216,3.33150684931507
"140","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/29","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 29","DW6C1H","https://www.boerse-frankfurt.de/anleihe/de000dw6c4x8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-29","de000dw6c4x8","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 23 29",3,23,29,0,99.52,NA,0,"0,05","Euro",3.11,3.933,"30","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","30,11,2029","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","01/06/2023",2.5e+08,2.5e+08,"EUR","EUR","02,06,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","30/11/2029","01/06/2023",1792,4.90958904109589
"141","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,62% 23/26","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 62 23 26","DW6C1M","https://www.boerse-frankfurt.de/anleihe/de000dw6c1m7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-62-23-26","de000dw6c1m7","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","2 62 23 26",2.62,23,26,0,99.86,NA,0,"-0,15","Euro",2.7,1.623,"26.2","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","20,11,2026","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","07/02/2023",1e+07,1e+07,"EUR","EUR","08,02,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","20/11/2026","07/02/2023",686,1.87945205479452
"142","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,59% 23/27","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 59 23 27","DW6C1N","https://www.boerse-frankfurt.de/anleihe/de000dw6c1n5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-59-23-27","de000dw6c1n5","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","2 59 23 27",2.59,23,27,0,99.46,NA,0,"-0,23","Euro",2.78,2.474,"25.9","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","22,11,2027","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","07/02/2023",1e+07,1e+07,"EUR","EUR","08,02,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","22/11/2027","07/02/2023",1053,2.88493150684931
"143","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,55% 23/26","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 55 23 26","DW6C1Q","https://www.boerse-frankfurt.de/anleihe/de000dw6c1q8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-55-23-26","de000dw6c1q8","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","2 55 23 26",2.55,23,26,0,99.94,NA,0,"0,00","Euro",2.6,0.000935,"25.5","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","17,02,2026","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","17/02/2023",5e+08,5e+08,"EUR","EUR","20,02,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","17/02/2026","17/02/2023",410,1.12328767123288
"144","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,65% 23/28","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 65 23 28","DW6C1R","https://www.boerse-frankfurt.de/anleihe/de000dw6c1r6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-65-23-28","de000dw6c1r6","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","2 65 23 28",2.65,23,28,0,99.57,NA,0,"-0,25","Euro",2.79,2.666,"26.5","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","17,02,2028","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","17/02/2023",1e+09,1e+09,"EUR","EUR","20,02,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","17/02/2028","17/02/2023",1140,3.12328767123288
"145","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4% 23/31","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 23 31","DW6C1U","https://www.boerse-frankfurt.de/anleihe/de000dw6dam4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-23-31","de000dw6dam4","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 23 31",4,23,31,0,99.99,NA,0,"0,01","Euro",4,4.941,"40","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","03,11,2031","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","02/11/2023",5e+07,5e+07,"EUR","EUR","03,11,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","03/11/2031","02/11/2023",2495,6.83561643835616
"146","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,4% 23/26","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 4 23 26","DW6C1W","https://www.boerse-frankfurt.de/anleihe/de000dw6c1w6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-4-23-26","de000dw6c1w6","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 4 23 26",3.4,23,26,0,100.7,NA,0,"-0,08","Euro",2.74,0.000896,"34","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","02,02,2026","","","Nein",100000,"BAADER BANK AG","Fortlaufende Auktion","02/02/2023",8.5e+07,8.5e+07,"EUR","EUR","03,02,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","02/02/2026","02/02/2023",395,1.08219178082192
"147","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,37% 23/32","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 37 23 32","DW6C21","https://www.boerse-frankfurt.de/anleihe/de000dw6c219-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-37-23-32","de000dw6c219","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 37 23 32",4.37,23,32,0,107.28,NA,0,"0,00","Euro",3.27,5.037,"43.7","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","15,06,2032","","","Nein",100000,"BAADER BANK AG","Fortlaufende Auktion","01/03/2023",1e+07,1e+07,"EUR","EUR","02,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","15/06/2032","01/03/2023",2720,7.45205479452055
"148","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,33% 23/32","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 33 23 32","DW6C22","https://www.boerse-frankfurt.de/anleihe/de000dw6c227-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-33-23-32","de000dw6c227","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 33 23 32",4.33,23,32,0,106.91,NA,0,"0,00","Euro",3.26,4.935,"43.3","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","15,03,2032","","","",100000,"BAADER BANK AG","","01/03/2023",1e+07,1e+07,"EUR","EUR","02,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","15/03/2032","01/03/2023",2628,7.2
"149","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,29% 23/29","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 29 23 29","DW6C24","https://www.boerse-frankfurt.de/anleihe/de000dw6c243-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-29-23-29","de000dw6c243","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 29 23 29",4.29,23,29,0,104.99,NA,0,"-0,33","Euro",3.09,3.519,"42.9","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","15,06,2029","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","02/03/2023",1e+07,1e+07,"EUR","EUR","03,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","15/06/2029","02/03/2023",1624,4.44931506849315
