Name,Clean_Company_Maturity,WKN,URL,ISIN,Company + Kupon and Maturity,Company,Kupon_Maturity,Coupon,Maturity_Start,Maturity_End,is_green
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,8% 24/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 8 24 28,DJ9AH4,https://www.boerse-frankfurt.de/anleihe/de000dj9ah44-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-8-24-28,de000dj9ah44,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-8-24-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 8 24 28,2.8,24,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,8% 24/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 8 24 28,DJ9AH4,https://www.boerse-frankfurt.de/anleihe/de000dj9agk2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-8-24-28,de000dj9agk2,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-8-24-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 8 24 28,2.8,24,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,8% 24/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 8 24 28,DJ9AH4,https://www.boerse-frankfurt.de/anleihe/de000dj9al22-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-8-24-28,de000dj9al22,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-8-24-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 8 24 28,2.8,24,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 24 29,DJ9AHC,https://www.boerse-frankfurt.de/anleihe/de000dj9afs7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,de000dj9afs7,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 24 29,3,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 24 29,DJ9AHC,https://www.boerse-frankfurt.de/anleihe/de000dj9ag60-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,de000dj9ag60,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 24 29,3,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 24 29,DJ9AHC,https://www.boerse-frankfurt.de/anleihe/de000dj9afq1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,de000dj9afq1,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 24 29,3,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 24 29,DJ9AHC,https://www.boerse-frankfurt.de/anleihe/de000dj9acj3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,de000dj9acj3,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 24 29,3,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 24 29,DJ9AHC,https://www.boerse-frankfurt.de/anleihe/de000dj9ahc7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,de000dj9ahc7,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 24 29,3,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 24 29,DJ9AHC,https://www.boerse-frankfurt.de/anleihe/de000dj9alg0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,de000dj9alg0,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 24 29,3,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 24 29,DJ9AHC,https://www.boerse-frankfurt.de/anleihe/de000dj9al71-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,de000dj9al71,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 24 29,3,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 24 29,DJ9AHC,https://www.boerse-frankfurt.de/anleihe/de000dj9akn8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,de000dj9akn8,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 24 29,3,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,75% 24/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 75 24 28,DJ9AJ2,https://www.boerse-frankfurt.de/anleihe/de000dj9arr4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-75-24-28,de000dj9arr4,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-75-24-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 75 24 28,2.75,24,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,75% 24/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 75 24 28,DJ9AJ2,https://www.boerse-frankfurt.de/anleihe/de000dj9aj26-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-75-24-28,de000dj9aj26,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-75-24-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 75 24 28,2.75,24,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,75% 24/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 75 24 28,DJ9AJ2,https://www.boerse-frankfurt.de/anleihe/de000dj9aml8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-75-24-28,de000dj9aml8,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-75-24-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 75 24 28,2.75,24,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,85% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 85 24 29,DJ9AJM,https://www.boerse-frankfurt.de/anleihe/de000dj9ajm2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-85-24-29,de000dj9ajm2,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-85-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 85 24 29,2.85,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,55% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 55 24 29,DJ9AL6,https://www.boerse-frankfurt.de/anleihe/de000dj9al63-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-55-24-29,de000dj9al63,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-55-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 55 24 29,2.55,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,2% 24/32",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 2 24 32,DJ9AL9,https://www.boerse-frankfurt.de/anleihe/de000dj9ajh2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-2-24-32,de000dj9ajh2,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-2-24-32,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 2 24 32,3.2,24,32,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,2% 24/32",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 2 24 32,DJ9AL9,https://www.boerse-frankfurt.de/anleihe/de000dj9ald7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-2-24-32,de000dj9ald7,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-2-24-32,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 2 24 32,3.2,24,32,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,2% 24/32",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 2 24 32,DJ9AL9,https://www.boerse-frankfurt.de/anleihe/de000dj9al97-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-2-24-32,de000dj9al97,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-2-24-32,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 2 24 32,3.2,24,32,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,3% 24/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 3 24 26,DJ9AM4,https://www.boerse-frankfurt.de/anleihe/de000dj9am47-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-3-24-26,de000dj9am47,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-3-24-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 3 24 26,2.3,24,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,2% 24/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 2 24 26,DJ9AMA,https://www.boerse-frankfurt.de/anleihe/xs2852974786-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-2-24-26,xs2852974786,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-2-24-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,4 2 24 26,4.2,24,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,75% 24/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 75 24 29,DJ9AMY,https://www.boerse-frankfurt.de/anleihe/de000dj9amy1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-75-24-29,de000dj9amy1,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-75-24-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 75 24 29,2.75,24,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,35% 24/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 35 24 26,DJ9ANW,https://www.boerse-frankfurt.de/anleihe/xs2892332458-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-35-24-26,xs2892332458,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-35-24-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 35 24 26,3.35,24,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,1% 25/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 1 25 29,DJ9AQ7,https://www.boerse-frankfurt.de/anleihe/de000dj9aq76-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-1-25-29,de000dj9aq76,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-1-25-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 1 25 29,2.1,25,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,25% 25/31",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 25 25 31,DJ9AQ8,https://www.boerse-frankfurt.de/anleihe/de000dj9aq84-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-25-25-31,de000dj9aq84,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-25-25-31,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 25 25 31,2.25,25,31,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,45% 25/35",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 45 25 35,DJ9AQ9,https://www.boerse-frankfurt.de/anleihe/de000dj9aq92-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-45-25-35,de000dj9aq92,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-45-25-35,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 45 25 35,2.45,25,35,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,5% 24/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 5 24 26,DJ9AQT,https://www.boerse-frankfurt.de/anleihe/de000dj9an95-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-5-24-26,de000dj9an95,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-5-24-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 5 24 26,3.5,24,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,5% 24/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 5 24 26,DJ9AQT,https://www.boerse-frankfurt.de/anleihe/de000dj9aln6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-5-24-26,de000dj9aln6,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-5-24-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 5 24 26,3.5,24,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,5% 24/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 5 24 26,DJ9AQT,https://www.boerse-frankfurt.de/anleihe/xs2929508450-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-5-24-26,xs2929508450,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-5-24-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 5 24 26,3.5,24,26,0
"Deutsche Bank AG 1,625% 20/27",deutsche bank ag 1 625 20 27,DL19U2,https://www.boerse-frankfurt.de/anleihe/de000dl19u23-deutsche-bank-ag-1-625-20-27,de000dl19u23,deutsche-bank-ag-1-625-20-27,deutsche bank ag,1 625 20 27,1.625,20,27,0
"Deutsche Bank AG 5,625% 20/31",deutsche bank ag 5 625 20 31,DL19VB,https://www.boerse-frankfurt.de/anleihe/de000dl19vb0-deutsche-bank-ag-5-625-20-31,de000dl19vb0,deutsche-bank-ag-5-625-20-31,deutsche bank ag,5 625 20 31,5.625,20,31,0
"Deutsche Bank AG 1,375% 20/26",deutsche bank ag 1 375 20 26,DL19VD,https://www.boerse-frankfurt.de/anleihe/de000dl19vd6-deutsche-bank-ag-1-375-20-26,de000dl19vd6,#NAME?,deutsche bank ag,1 375 20 26,1.375,20,26,1
"Deutsche Bank AG 1,375% 20/26",deutsche bank ag 1 375 20 26,DL19VD,https://www.boerse-frankfurt.de/anleihe/de000dl19vp0-deutsche-bank-ag-1-375-20-26,de000dl19vp0,deutsche-bank-ag-1-375-20-26,deutsche bank ag,1 375 20 26,1.375,20,26,0
"Deutsche Bank AG 1,375% 20/26",deutsche bank ag 1 375 20 26,DL19VD,https://www.boerse-frankfurt.de/anleihe/de000dl19vd6-deutsche-bank-ag-1-375-20-26,de000dl19vd6,deutsche-bank-ag-1-375-20-26,deutsche bank ag,1 375 20 26,1.375,20,26,0
"Deutsche Bank AG 1,875% 22/28",deutsche bank ag 1 875 22 28,DL19WL,https://www.boerse-frankfurt.de/anleihe/de000dl19wl7-deutsche-bank-ag-1-875-22-28,de000dl19wl7,#NAME?,deutsche bank ag,1 875 22 28,1.875,22,28,1
"Deutsche Bank AG 1,875% 22/28",deutsche bank ag 1 875 22 28,DL19WL,https://www.boerse-frankfurt.de/anleihe/de000dl19wl7-deutsche-bank-ag-1-875-22-28,de000dl19wl7,deutsche-bank-ag-1-875-22-28,deutsche bank ag,1 875 22 28,1.875,22,28,0
"Deutsche Bank AG 3,25% 22/28",deutsche bank ag 3 25 22 28,DL19WU,https://www.boerse-frankfurt.de/anleihe/de000dl19wu8-deutsche-bank-ag-3-25-22-28,de000dl19wu8,#NAME?,deutsche bank ag,3 25 22 28,3.25,22,28,1
"Deutsche Bank AG 3,25% 22/28",deutsche bank ag 3 25 22 28,DL19WU,https://www.boerse-frankfurt.de/anleihe/de000dl19wu8-deutsche-bank-ag-3-25-22-28,de000dl19wu8,deutsche-bank-ag-3-25-22-28,deutsche bank ag,3 25 22 28,3.25,22,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,59% 24/31",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 59 24 31,DW6AF6,https://www.boerse-frankfurt.de/anleihe/de000dw6af67-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-59-24-31,de000dw6af67,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-59-24-31,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 59 24 31,3.59,24,31,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,9% 23/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 9 23 26,DW6C01,https://www.boerse-frankfurt.de/anleihe/de000dw6c2v6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-9-23-26,de000dw6c2v6,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-9-23-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 9 23 26,2.9,23,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,9% 23/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 9 23 26,DW6C01,https://www.boerse-frankfurt.de/anleihe/de000dw6c011-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-9-23-26,de000dw6c011,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-9-23-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 9 23 26,2.9,23,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/27",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 27,DW6C04,https://www.boerse-frankfurt.de/anleihe/de000dw6c4l3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-27,de000dw6c4l3,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-27,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 23 27,3,23,27,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/27",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 27,DW6C04,https://www.boerse-frankfurt.de/anleihe/de000dw6c2y0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-27,de000dw6c2y0,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-27,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 23 27,3,23,27,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/27",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 27,DW6C04,https://www.boerse-frankfurt.de/anleihe/de000dw6c5u1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-27,de000dw6c5u1,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-27,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 23 27,3,23,27,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,65% 23/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 65 23 26,DW6C12,https://www.boerse-frankfurt.de/anleihe/de000dw6c1b0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-65-23-26,de000dw6c1b0,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-65-23-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 65 23 26,2.65,23,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,65% 23/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 65 23 26,DW6C12,https://www.boerse-frankfurt.de/anleihe/de000dw6c128-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-65-23-26,de000dw6c128,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-65-23-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 65 23 26,2.65,23,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 28,DW6C1C,https://www.boerse-frankfurt.de/anleihe/de000dw6c375-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-28,de000dw6c375,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 23 28,3,23,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 28,DW6C1C,https://www.boerse-frankfurt.de/anleihe/de000dw6c8t7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-28,de000dw6c8t7,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 23 28,3,23,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/28",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 28,DW6C1C,https://www.boerse-frankfurt.de/anleihe/de000dw6c5w7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-28,de000dw6c5w7,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-28,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 23 28,3,23,28,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 29,DW6C1H,https://www.boerse-frankfurt.de/anleihe/de000dw6c4x8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-29,de000dw6c4x8,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 23 29,3,23,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 29,DW6C1H,https://www.boerse-frankfurt.de/anleihe/de000dw6c1h7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-29,de000dw6c1h7,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 23 29,3,23,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 29,DW6C1H,https://www.boerse-frankfurt.de/anleihe/de000dw6c2w4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-29,de000dw6c2w4,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 23 29,3,23,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/29",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 29,DW6C1H,https://www.boerse-frankfurt.de/anleihe/de000dw6cz79-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-29,de000dw6cz79,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-29,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,3 23 29,3,23,29,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,62% 23/26",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 62 23 26,DW6C1M,https://www.boerse-frankfurt.de/anleihe/de000dw6c1m7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-62-23-26,de000dw6c1m7,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-62-23-26,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 62 23 26,2.62,23,26,0
"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,59% 23/27",dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 59 23 27,DW6C1N,https://www.boerse-frankfurt.de/anleihe/de000dw6c1n5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-59-23-27,de000dw6c1n5,dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-59-23-27,dz bank ag deutsche zentral genossenschaftsbank frankfurt am main,2 59 23 27,2.59,23,27,0
